Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Partido,Resultado ,Rueda,Etapa
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:00:20,0:00:37,16.72,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:01:30,0:01:42,12.62,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:02:27,0:02:32,5.24,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:03:32,0:03:51,19.42,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:04:39,0:04:44,4.9,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:04:47,0:05:03,16.7,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:05:29,0:06:19,50.04,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:07:18,0:07:56,37.9,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,Rojo - Penal,0:08:34,0:09:44,70.72,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:10:35,0:10:49,14.47,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:11:13,0:11:55,41.66,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:13:35,0:14:08,33.269,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,Verde - Penal,0:14:27,0:15:28,60.741,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:16:27,0:17:16,49.246,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:18:13,0:18:51,38.347,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:19:25,0:19:48,22.956,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:20:17,0:21:02,45.179,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:22:12,0:22:28,16.352,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:23:37,0:24:01,23.304,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:26:09,0:26:55,46.553,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:28:39,0:28:49,9.848,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:29:39,0:29:44,4.84,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:30:25,0:30:29,3.5,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:31:16,0:31:56,39.58,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,Verde - Penal,0:32:39,0:34:14,94.5,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:35:09,0:35:24,14.976,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:36:26,0:36:56,30.442,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:39:13,0:40:03,50.466,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:42:38,0:42:46,7.927,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:43:19,0:43:45,26.04,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:44:14,0:44:29,15.54,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:45:25,0:45:49,24.48,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:46:42,0:47:34,51.84,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:48:58,0:49:33,35.48,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:51:23,0:52:06,43.8,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:52:59,0:53:14,15.7,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:54:44,0:55:03,19.4,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:55:04,0:55:12,8.88,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:56:06,0:56:53,47.08,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:57:13,0:57:36,22.814,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:58:05,0:58:30,25.3,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,0:58:58,0:59:25,27.486,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,Verde - Penal,1:00:02,1:01:49,106.977,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,1:03:18,1:03:24,5.9,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,1:04:12,1:04:41,28.64,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,1:06:07,1:06:36,28.9,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,1:08:30,1:08:40,10.44,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,1:09:35,1:10:05,29.88,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,1:10:17,1:10:31,13.9,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,1:11:14,1:11:30,16.25,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,1:11:33,1:11:49,15.683,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,Verde - Try,1:12:25,1:13:57,91.692,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,1:17:05,1:17:20,14.922,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,1:18:37,1:18:40,3.711,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,Rojo - Penal,1:18:39,1:20:14,95.18,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,1:21:59,1:22:22,23.36,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,Rojo - Penal,1:23:53,1:25:13,80.424,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,1:25:17,1:25:56,38.46,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,1:27:44,1:28:05,21.012,CRBV 2,Ganado,VUELTA,Fase Regular
06-09-26,TOP 14 2026,Fecha 21,9:12:14,10:44:51,Ball in Play,,1:30:42,1:30:48,6.289,CRBV 2,Ganado,VUELTA,Fase Regular
