Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Partido,Resultado ,Rueda,Etapa
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:00:21,0:00:42,20.6,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:01:09,0:01:50,40.78,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:02:38,0:03:09,30.5,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:04:40,0:04:46,5.78,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:05:41,0:06:22,41.14,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:08:18,0:08:35,17,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,Rojo - Try,0:10:16,0:11:16,60.1,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:12:46,0:13:28,42.333,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:15:43,0:16:05,22.676,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:17:47,0:18:13,26.209,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:18:40,0:19:03,22.734,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:21:02,0:21:39,37.065,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,Rojo - Try,0:22:26,0:23:35,68.565,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:25:05,0:25:48,42.688,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:29:00,0:29:11,11.225,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:29:33,0:30:03,30.46,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:31:44,0:32:21,36.64,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:34:16,0:34:28,12.82,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,Rojo - Penal,0:34:55,0:36:46,111.47,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,Verde - Line Out,0:38:02,0:39:15,73.177,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:40:35,0:40:49,13.879,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:41:59,0:42:04,4.886,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,Verde - Penal,0:42:58,0:44:01,62.477,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:45:07,0:46:00,53.014,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:48:26,0:49:03,37.472,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:50:05,0:50:37,32.061,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:52:19,0:52:47,28.22,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:55:36,0:56:02,26.14,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,Rojo - Try,0:56:34,0:57:44,70.04,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,0:59:05,0:59:53,48.44,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,1:00:33,1:00:36,3.28,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,1:01:12,1:01:55,42.8,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,Verde - Penal,1:03:42,1:04:45,63.34,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,1:05:31,1:05:51,19.72,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,,1:08:13,1:08:19,6.24,Alumni 2,Perdido,VUELTA,Fase Regular
02-08-26,Fecha 17,TOP 14 2026,18:11:07,19:47:13,Ball in Play,Verde - Penal,1:09:15,1:10:41,86.12,Alumni 2,Perdido,VUELTA,Fase Regular
