Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Partido,Resultado ,Rueda,Etapa
5/24/2026,TOP 14 2026,Fecha 9,15:01:58,16:33:44,Ball in Play,Rojo - Try,0:00:08,0:01:49,101,Plaza,Perdido,IDA,Fase Regular
5/24/2026,TOP 14 2026,Fecha 9,15:01:58,16:33:44,Ball in Play,,0:03:01,0:03:09,8.34,Plaza,Perdido,IDA,Fase Regular
5/24/2026,TOP 14 2026,Fecha 9,15:01:58,16:33:44,Ball in Play,,0:03:57,0:04:28,31.4,Plaza,Perdido,IDA,Fase Regular
5/24/2026,TOP 14 2026,Fecha 9,15:01:58,16:33:44,Ball in Play,,0:05:21,0:05:53,32.6,Plaza,Perdido,IDA,Fase Regular
5/24/2026,TOP 14 2026,Fecha 9,15:01:58,16:33:44,Ball in Play,,0:06:52,0:07:04,12.5,Plaza,Perdido,IDA,Fase Regular
5/24/2026,TOP 14 2026,Fecha 9,15:01:58,16:33:44,Ball in Play,,0:08:11,0:08:28,17.2,Plaza,Perdido,IDA,Fase Regular
5/24/2026,TOP 14 2026,Fecha 9,15:01:58,16:33:44,Ball in Play,,0:08:55,0:09:55,59.683,Plaza,Perdido,IDA,Fase Regular
5/24/2026,TOP 14 2026,Fecha 9,15:01:58,16:33:44,Ball in Play,Rojo - Try,0:11:18,0:12:25,66.741,Plaza,Perdido,IDA,Fase Regular
5/24/2026,TOP 14 2026,Fecha 9,15:01:58,16:33:44,Ball in Play,,0:13:51,0:14:49,58.205,Plaza,Perdido,IDA,Fase Regular
5/24/2026,TOP 14 2026,Fecha 9,15:01:58,16:33:44,Ball in Play,,0:15:44,0:15:53,8.52,Plaza,Perdido,IDA,Fase Regular
5/24/2026,TOP 14 2026,Fecha 9,15:01:58,16:33:44,Ball in Play,,0:16:41,0:16:58,16.757,Plaza,Perdido,IDA,Fase Regular
5/24/2026,TOP 14 2026,Fecha 9,15:01:58,16:33:44,Ball in Play,,0:17:26,0:17:39,12.688,Plaza,Perdido,IDA,Fase Regular
