Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Partido,Resultado ,Rueda,Etapa
4/19/2026,TOP 14 2026,Fecha 5,19:43:34,21:22:50,Ball in Play,,0:00:23,0:00:30,6.788,Champagnat,Ganado,IDA,Fase Regular
4/19/2026,TOP 14 2026,Fecha 5,19:43:34,21:22:50,Ball in Play,,0:01:36,0:02:01,24.74,Champagnat,Ganado,IDA,Fase Regular
4/19/2026,TOP 14 2026,Fecha 5,19:43:34,21:22:50,Ball in Play,,0:03:03,0:03:44,40.64,Champagnat,Ganado,IDA,Fase Regular
4/19/2026,TOP 14 2026,Fecha 5,19:43:34,21:22:50,Ball in Play,,0:04:12,0:04:34,22.2,Champagnat,Ganado,IDA,Fase Regular
4/19/2026,TOP 14 2026,Fecha 5,19:43:34,21:22:50,Ball in Play,,0:05:31,0:05:34,2.7,Champagnat,Ganado,IDA,Fase Regular
4/19/2026,TOP 14 2026,Fecha 5,19:43:34,21:22:50,Ball in Play,,0:06:08,0:06:14,5.98,Champagnat,Ganado,IDA,Fase Regular
4/19/2026,TOP 14 2026,Fecha 5,19:43:34,21:22:50,Ball in Play,,0:06:35,0:06:59,24.4,Champagnat,Ganado,IDA,Fase Regular
4/19/2026,TOP 14 2026,Fecha 5,19:43:34,21:22:50,Ball in Play,,0:07:57,0:08:50,53.04,Champagnat,Ganado,IDA,Fase Regular
4/19/2026,TOP 14 2026,Fecha 5,19:43:34,21:22:50,Ball in Play,,0:10:12,0:10:18,6.6,Champagnat,Ganado,IDA,Fase Regular
4/19/2026,TOP 14 2026,Fecha 5,19:43:34,21:22:50,Ball in Play,,0:11:28,0:11:36,8.3,Champagnat,Ganado,IDA,Fase Regular
4/19/2026,TOP 14 2026,Fecha 5,19:43:34,21:22:50,Ball in Play,Rojo - Penal,0:12:33,0:13:35,61.64,Champagnat,Ganado,IDA,Fase Regular
4/19/2026,TOP 14 2026,Fecha 5,19:43:34,21:22:50,Ball in Play,,0:14:19,0:15:06,47.04,Champagnat,Ganado,IDA,Fase Regular
