Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Partido,Resultado ,Rueda,Etapa
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,Verde - Scrum ,0:00:04,0:01:54,109.56,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:03:19,0:03:26,7.1,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:04:33,0:05:04,30.5,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:05:35,0:06:13,38.8,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:07:18,0:07:42,24.7,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,Rojo - Line Out,0:08:08,0:09:12,64.24,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:10:02,0:10:07,4.82,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:11:16,0:11:38,22.4,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:12:06,0:12:47,40.28,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:14:33,0:14:52,18.76,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:15:38,0:16:00,21.52,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:20:40,0:21:33,52.98,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:23:24,0:23:38,13.74,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:24:27,0:24:30,2.74,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:25:10,0:25:15,5,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,Verde - Penal,0:25:34,0:27:01,87,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:28:11,0:28:14,3.04,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:29:11,0:29:28,16.9,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:30:20,0:30:53,33.34,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:32:16,0:32:38,21.8,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:33:46,0:34:07,20.5,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:35:22,0:35:27,4.98,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,Verde - Try,0:36:09,0:37:45,95.7,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:40:48,0:41:20,32.74,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:42:26,0:42:36,9.24,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:43:15,0:43:27,11.78,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:44:24,0:44:59,34.48,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:45:00,0:45:44,43.54,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,Rojo - Scrum,0:47:37,0:49:40,122.4,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,Verde - Penal,0:50:34,0:51:36,62.82,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,Rojo - Scrum,0:53:14,0:54:17,62.8,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:55:35,0:55:46,11,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:56:05,0:56:52,46.52,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:57:48,0:57:57,8.8,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:58:52,0:58:56,3.9,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,0:59:03,0:59:27,23.7,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,1:00:37,1:00:56,19.1,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,1:01:20,1:01:53,32.8,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,Rojo - Penal,1:03:29,1:04:57,87.16,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,1:06:16,1:06:21,4.06,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,1:07:03,1:07:25,21.6,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,1:08:15,1:08:57,42.54,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,1:10:26,1:11:00,34.123,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,Verde - Penal,1:12:12,1:13:46,93.7,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,1:15:02,1:15:30,27.64,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,Verde - Penal,1:18:05,1:19:34,88.74,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,1:21:19,1:21:41,22.3,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,1:22:08,1:22:58,49.4,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,1:23:54,1:24:08,13.6,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,,1:25:30,1:25:45,15.1,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,Rojo - Line Out,1:26:39,1:28:19,100.399,CASI,Ganado,IDA,Fase Regular
6/7/2026,TOP 14 2026,Fecha 11,15:44:06,17:21:21,Ball in Play,Verde - Try,1:30:36,1:34:18,221.7,CASI,Ganado,IDA,Fase Regular
