Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Partido,Resultado ,Rueda,Etapa
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,Verde - Line Out,0:00:54,0:01:59,64.82,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,,0:02:34,0:03:24,49.88,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,,0:05:06,0:05:48,41.92,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,,0:06:15,0:07:08,52.54,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,Rojo - Penal,0:09:03,0:10:39,95.66,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,,0:12:21,0:13:05,44.24,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,,0:13:42,0:13:44,2.18,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,,0:15:35,0:15:43,8.14,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,,0:17:56,0:17:59,2.5,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,Rojo - Try,0:18:22,0:19:42,79.8,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,Verde - Penal,0:21:44,0:22:51,66.76,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,Verde - Penal,0:23:42,0:24:44,61.779,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,,0:26:27,0:26:51,23.54,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,,0:27:17,0:27:30,13.1,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,,0:28:27,0:28:40,13.12,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,,0:30:45,0:31:19,33.96,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,,0:31:43,0:32:28,45,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,Rojo - Penal,0:35:41,0:37:01,79.78,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,,0:37:07,0:37:15,8.32,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,,0:38:43,0:39:14,30.74,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,Verde - Try,0:39:44,0:41:03,79.4,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,,0:42:43,0:42:50,7.38,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,Rojo - Penal,0:44:31,0:45:52,81.2,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,,0:46:39,0:46:56,16.64,Hindu,Perdido,IDA,Fase Regular
4/26/2026,Top 14 2026,Fecha 6 ,16:27:24,17:57:04,Ball in Play,,0:48:16,0:48:50,33.639,Hindu,Perdido,IDA,Fase Regular
